idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK
1108,"Prezada cliente,

Agradecemos por compartilhar sua experiência conosco. Lamentamos que a qualidade da carne de sol não tenha atendido às suas expectativas recentemente. Valorizamos sua opinião e estamos trabalhando para melhorar nosso serviço. Esperamos ter a oportunidade de recebê-la novamente em nosso restaurante.

Atenciosamente,
Equipe do restaurante","Este restaurante é um dos mais antigos em Manaus servindo carne de sol. Eu costumava comer nele com meus pais quando era criança ( eu já passei dos 30...) A carne de sol era fresca, bem temperada, macia de sabor maravilhoso.... Isto ficou num passado.",222875.0,117307.0
2868,"Caro cliente, lamentamos profundamente que você tenha tido uma experiência negativa em nosso restaurante. Agradecemos por compartilhar seu feedback e gostaríamos de nos desculpar por qualquer inconveniente causado. Vamos analisar cuidadosamente suas observações para melhorar nossos serviços e garantir que isso não aconteça novamente.",A comida é o atendimento são ruins,54762.0,67255.0
1943,"Prezado cliente,

Agradecemos pelo seu feedback e lamentamos que sua experiência na nossa loja da João Valério não tenha atendido às suas expectativas. Levamos suas preocupações a sério e estamos comprometidos em melhorar nosso atendimento aos clientes.

Pedimos desculpas por qualquer falta de atenção que você possa ter percebido durante sua visita. Estamos trabalhando para garantir que todos os membros da nossa equipe estejam mais atentos e disponíveis para atender às necessidades dos clientes.

Valorizamos sua opinião e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante para proporcionar uma experiência melhor.

Atenciosamente,
Equipe do Restaurante Di Caputti","Mudei totalmente a impressão da Di Caputti quando fui provar a loja da Joao Valério. Apesar da pizza estar boa e para mim ainda é a melhor de Manaus, o dono deve sim ter mais olho nos clientes e não só ficar de costas pros clientes.",210913.0,118839.0
2465,"Olá, agradecemos pelo seu feedback. Lamentamos que tenha tido uma má experiência em relação à organização e ao fluxo de clientes. Estamos constantemente buscando melhorar nosso serviço para atender a demanda. Pedimos desculpas também pela falta de variedade de refrigerantes e pela reposição lenta durante o rodízio. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Agradecemos por mencionar que o preço é acessível e que a pessoa responsável pelo parabéns é animada. Valorizamos sua opinião e esperamos ter a oportunidade de recebê-la novamente em nosso restaurante.","Extremamente desorganizado, das vezes que fui o local sempre está lotado. Visto que o fluxo é sempre grande, não entendo o porquê de ainda não se prepararem. Refrigerante é quase sempre natural. O rodízio é complicado, como é muita gente, as opções se esgotam rápido e quando vai repor, se não tiver sorte, fica sem comer aquela opção de novo. Enfim, só vou quando convidada por algum grupo, mas o preço é acessível e a pessoa que puxou o parabéns é bem animada, isso faz a diferença.",151889.0,50803.0
2311,"Olá, lamentamos muito pela sua experiência negativa em nosso restaurante. Gostaríamos de entender melhor o que aconteceu para podermos melhorar. Agradecemos seu feedback e faremos o possível para garantir um atendimento de qualidade da próxima vez.",Ja foi bom agora ja não e mais prefiro o CRP Fui mal atendido,38243.0,26581.0
1319,"Agradecemos pelo seu feedback sobre a quantidade do ceviche. Lamentamos que não tenha sido suficiente para atender às suas expectativas. Vamos revisar nossas porções para garantir que estejamos oferecendo uma quantidade adequada aos nossos clientes. Obrigado pela sua opinião, ela é muito importante para nós.",pouquíssimo ceviche,205612.0,111868.0
2066,"Caro cliente, agradecemos pelo seu feedback. Lamentamos profundamente pela falta de licença sanitária em nosso estabelecimento. Estamos trabalhando para regularizar essa situação o mais rápido possível. A sua segurança e bem-estar são de extrema importância para nós. Pedimos desculpas pelo inconveniente causado e esperamos ter a oportunidade de recebê-lo novamente em breve, com todas as licenças em ordem.",Não possui licença sanitária.,39843.0,56320.0
1268,"Caro cliente, agradecemos por compartilhar sua opinião sobre nosso restaurante. Lamentamos que a variedade de opções não tenha atendido às suas expectativas. Estamos sempre buscando melhorar e levaremos seu feedback em consideração. Esperamos ter a oportunidade de recebê-lo novamente em breve.",Poucas opção. Não me agradou.,160748.0,22514.0
862,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo item faltante em seu Combo e pela falta de resposta posteriormente. Isso não é o padrão de atendimento que buscamos oferecer aos nossos clientes. Vamos analisar internamente o ocorrido para garantir que isso não se repita no futuro. Agradecemos por nos informar sobre essa situação e esperamos ter a oportunidade de melhor atendê-la em uma próxima vez.","Veio faltando um item do Combo, antes da entrega, estava falando normal com o estabelecimento. Mas quando chegou a entrega com o item faltando não me responderam mais.",203930.0,112199.0
2464,"Prezada cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Agradecemos por compartilhar seu feedback conosco, pois isso nos ajuda a melhorar nossos serviços. Estamos trabalhando para garantir um atendimento de qualidade a todos os nossos clientes.",Mau atendimento,128677.0,96873.0
2433,"Olá, agradecemos pelo seu feedback. Lamentamos que a apresentação do Wanderley Andrade não tenha atendido às suas expectativas. Vamos levar em consideração suas observações sobre o repertório e a interação com o público para melhorar nossas futuras programações. Esperamos que você nos dê outra oportunidade de proporcionar uma experiência mais satisfatória.","Gostei do show do Pinduca .!!

Não foi bom o show do Wanderley Andrade. pq além dele ter cantando somente 5 música repetindo várias vezes. Ele tava mas pra hum animador de plateia de que um cantor .?",111903.0,74037.0
1489,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos sinceramente pelos inconvenientes causados durante sua visita. Estamos cientes dos pontos mencionados e estamos trabalhando para melhorar a capacidade de atendimento e a comunicação entre a equipe. Também estamos revisando nosso buffet para oferecer mais opções aos nossos clientes. Pedimos desculpas pela falta de facas e pelo erro no seu pedido. Seu feedback é valioso para nós e esperamos ter a oportunidade de recebê-lo novamente no futuro.","O restaurante não é preparado para receber todos os clientes ocupando as mesas. Os garçons ficam quase correndo nos corredores tentando atender os clientes. Fiz um pedido de duas linguiças e só entregaram uma. Pedi um suco e um refrigerante e depois que eu terminei o almoço, me perguntaram se era para trazer o suco e nem tinham me trazido o refrigerante. Tinha pouca opção no buffet. Não tinha faca na hora em que eu peguei os talheres. Pedi coxa com sobrecoxa e depois de 20 minutos me disseram que não tinha e depois me trouxeram um filé de peito de frango com gosto de limão. Não volto mais e não aconselho ninguém ir.",110689.0,29560.0
915,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos que nosso queijo não tenha atendido às suas expectativas e que a pizza não tenha sido satisfatória desta vez. Vamos revisar nossos ingredientes e processos para garantir que possamos melhorar a qualidade e o sabor de nossas pizzas. Esperamos ter a oportunidade de servi-la novamente no futuro.","Um queijo extremamente amarelo com o gosto totalmente diferente do mussarela, muito parecido com queijo prato e que não combina com pizza. Infelizmente, uma pizza cara que não atendeu minhas expectativas, já foi melhor.",234639.0,132129.0
1205,"Caro cliente, lamentamos sinceramente a má experiência que você teve em nossa segunda visita ao restaurante. Pedimos desculpas pela desorganização no serviço de rodízio, que resultou em pratos diferentes dos escolhidos. Reconhecemos que isso impediu que você experimentasse nosso cardápio completo. Além disso, estamos cientes de que o ar condicionado não estava adequado, o que tornou sua experiência desconfortável. Agradecemos pelo seu feedback e vamos trabalhar para melhorar esses aspectos em nosso estabelecimento. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva.","Já tinha ido uma vez e achei adequado. Nesta segunda oportunidade foi lamentável.
Ainda que escolhamos os pedidos quando no rodízio,  a desorganização estava de tal forma qualquer coisa vinha a mesa menos o que se havia escolhido. Quando se levado em consideração as carnes, a repetição de uma proteína  em específico ficou notório não dando a oportunidade de experimentar o cardápio tampouco o solicitado.
O ar condicionado não dá vazão. Desconfortável!!!",23078.0,66588.0
2296,"Prezado cliente, lamentamos sinceramente pelo atendimento ruim e demorado que você experimentou em nosso restaurante. Agradecemos por nos informar sobre essa situação, pois nos permite identificar as áreas em que precisamos melhorar. Vamos garantir que nossa equipe esteja mais atenta e dedicada ao atendimento ao cliente no futuro.","Atendimento ruim, demorado, sem atenção ao cliente",130644.0,101767.0
869,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito pelo inconveniente causado. Vamos verificar e corrigir a informação no site para evitar futuros transtornos. Pedimos desculpas pela falta de compromisso percebida. Agradecemos por nos informar e faremos o possível para melhorar.",O Site informa que o local está aberto todos os dias. Vc chega aqui tá fechado. Acho falta de compromisso com cliente,16186.0,48946.0
1406,"Olá, agradecemos pelo seu feedback e lamentamos que a sua experiência não tenha sido satisfatória. Levaremos em consideração os pontos mencionados para melhorar nossos serviços. Pedimos desculpas pela falta de variedade de sabores e pela qualidade da pizza. Vamos trabalhar para garantir que nossos materiais sejam de melhor qualidade e que a aparência das pizzas seja mais agradável. Também vamos avaliar a questão do serviço e do estacionamento para evitar confusões. Esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência melhor.","Não tem a quantidade de sabores que diz ter, pizza com materiais baratos e menor qualidade com aparência feia e nao gostamos do sabor, serviço pessimo, um rodízio que tem que estar caçando o garçom....uma confusão de estacionamento. Não gostamos da experiência. Não vale mesmo o preço cobrado.",134056.0,100833.0
1486,"Olá cliente, agradecemos por compartilhar sua opinião sobre a experiência em nosso restaurante. Lamentamos se não conseguimos atender às suas expectativas completamente. Estamos sempre buscando melhorar e valorizamos o seu feedback para isso. Esperamos ter a oportunidade de recebê-la novamente em breve.",Razoável,119406.0,96725.0
2230,"Caro cliente, lamentamos profundamente a sua experiência negativa em nosso restaurante. Pedimos desculpas pela falta do café e pela demora no atendimento. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Feito o pedido e não trouxeram café , demora no atendimento .",145523.0,43404.0
2701,"Caro cliente, agradecemos pelo seu feedback. Pedimos desculpas pela falta de mesas e cadeiras em nosso estabelecimento, o que causou desconforto durante sua visita. Estamos trabalhando para resolver essa questão e garantir um ambiente mais confortável para todos os nossos clientes. Agradecemos pela compreensão.",Serviço muito ruim. Não tem mesas nem cadeiras. Muita gente muito lotado,28481.0,15127.0
2679,"Olá, agradecemos pelo seu feedback. Lamentamos que você tenha tido essa impressão. Levamos a sério a qualidade dos nossos produtos e prezamos pela segurança alimentar. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Esperamos ter a oportunidade de recebê-lo novamente para uma melhor experiência.","Tudo caro e com comida de 5 dias na prateleira! A vigilância sanitária deveria dar uma passada la, por curiosidade.",39310.0,54477.0
1274,"Caro cliente, agradecemos pelo seu feedback. Lamentamos se a experiência em nosso restaurante não atendeu às suas expectativas. Levaremos em consideração suas observações sobre o preço, a falta de wifi e música. Estamos sempre buscando melhorar e esperamos poder recebê-lo novamente no futuro.","Muito caro,  ñ tem wifi, ñ tem música, parece  uma sala de velório",111286.0,46252.0
2899,"Caro cliente, agradecemos pelo seu feedback e lamentamos pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo atraso na entrega do terceiro prato e pela qualidade abaixo do esperado da pizza e do filé à parmegiana. Vamos analisar internamente o que ocorreu para que isso não se repita. Quanto à cobrança do couvert artístico, vamos verificar se houve algum equívoco e tomar as medidas necessárias. Valorizamos sua opinião e esperamos ter a oportunidade de reconquistar sua confiança no futuro.","Levamos nossos convidados para juntarmos e para apresentar os restaurantes de Manaus.  Escilh3mos um local afastado do barulho e pedimos uma porção de pastéis de carne e queijo, uma pizza e um file a parmegiana.  Os pastéis (só de carne) foram o primeiros a chegar.  Logo depois veio a pizza.  Mais de 30 mi utos depois é que chegou o terceiro prato.  A pizza estava ao ponto de termos deixado grande parte na mesa.  O file a parmegiana (1 pessoa) não tinha 50 gramas de carne.  Além disso tudo, fomos surpreendidos com a cobrança de couver artístico de R$50,00.  Não voltaremos mais e nem indicaremos o Latorre.",174029.0,28192.0
2691,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante flutuante. Reconhecemos que houve demora nos pratos e a falta de atenção por parte dos garçons. Além disso, entendemos que a variedade de opções de cervejas deixou a desejar. Agradecemos pelo seu feedback, pois nos ajuda a identificar áreas em que precisamos melhorar. Estamos trabalhando para resolver essas questões e garantir que futuras visitas sejam mais satisfatórias. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva.","Infelizmente, na primeira experiência num flutuante, mesmo com pouquíssimos clientes, eles conseguiram gerar uma péssima impressão. Demora nos pratos e os garçons somem, sem falar da pouca opções de cervejas.",8439.0,13772.0
1001,"Prezada cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo péssimo atendimento e pela demora na entrega do seu pedido. Reconhecemos que houve uma falha na comunicação e no planejamento, o que resultou em uma espera muito maior do que o esperado. Faremos o possível para melhorar esses aspectos e garantir que situações como essa não se repitam no futuro. Agradecemos pelo seu feedback e esperamos ter a oportunidade de reconquistar sua confiança.","Péssimo ATENDIMENTO. O estabelecimento não respeita os clientes. TEMPO de espera para Delivery é 2 horas para entrega. Não atendem o telefone pra dar uma satisfação do pedido para o cliente.
HORRÍVEL, NÃO RECOMENDO, E NUNCA MAIS FAÇO NENHUM PEDIDO DESSE LUGARZINHO.

Total falta de planejamento dos responsáveis!!",111686.0,11942.0
1041,"Olá, agradecemos por compartilhar sua experiência conosco. Ficamos felizes em saber que você apreciou o ambiente climatizado, o estacionamento e a decoração descontraída do nosso restaurante. No entanto, lamentamos profundamente pelo atraso no serviço e pela demora na entrega dos pedidos, o que resultou em você não conseguir desfrutar da sobremesa. Entendemos que isso causou uma má impressão e pedimos desculpas por qualquer inconveniente causado. Faremos o possível para melhorar nosso serviço e garantir que isso não se repita no futuro. Agradecemos por sua compreensão e esperamos ter a oportunidade de recebê-la novamente em nosso estabelecimento.","Ambiente climatizado, dispõe de estacionamento, decoração descontraída, sushis saborosos, porém, os pedidos não são servidos e demorados, saí sem comer a sobremesa, demorou tanto que desisti. Não vale a pena pelo preço que cobram. Fiquei muito insatisfeita. Deram-me um desconto no rodízio infantil, a fim de amenizar o aborrecimento.",138569.0,79767.0
1715,"Olá, sinto muito pela experiência desagradável que você teve em nosso restaurante. Lamentamos muito pelo ocorrido e vamos tomar medidas para evitar que isso aconteça novamente. A segurança e o bem-estar dos nossos clientes são prioridades para nós. Agradecemos por compartilhar seu feedback conosco.",Teve um doido que gritou no meu ouvido e eu vim pra casa com medo,30107.0,68808.0
2346,"Olá, agradecemos pelo seu feedback e lamentamos sinceramente pela sua má experiência em nosso restaurante. Pedimos desculpas pelo atraso no atendimento e por não ter sido oferecido o rodízio. Entendemos que isso causou uma impressão negativa em relação ao nosso serviço. Também lamentamos que a fatia de pizza que você pediu para o seu filho não tenha atendido às suas expectativas em termos de qualidade. Vamos levar em consideração os pontos mencionados por você para melhorar nosso atendimento e a consistência dos nossos pratos, especialmente quando estamos com alta demanda. Agradecemos por nos informar sobre essas questões e esperamos ter a oportunidade de recebê-la novamente em nosso restaurante para uma experiência melhor.","Fui para o aniversário da minha afilhada e cheguei atrasada. Quando cheguei em nenhum momento foi me oferecido o rodízio, acabei não comendo nada.
Mas meu filho queria muito, então pedi uma fatia de pizza para ele, não estava legal, estava super fina e dura.
Pelo que deu a entender, a casa quando está cheia não consegue servir pizza com qualidade e atendimento por completo.",151766.0,27848.0
1429,"Olá, agradecemos por compartilhar sua experiência conosco em janeiro de 2017. Lamentamos que tenha achado o preço elevado e que a carne não estava boa. Levaremos seu feedback em consideração para melhorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência mais satisfatória.",A única vez que fui lá em janeiro de 2017 achei muito caro e a carne não tava boa. Mas nas vezes anterior que fui a carne tava boa.,197681.0,22434.0
2210,"Caro cliente, lamentamos muito pela experiência negativa que você teve com o nosso serviço de delivery. Agradecemos por compartilhar sua opinião e levaremos seus comentários em consideração para melhorar nossos processos. Nossa equipe está empenhada em oferecer um serviço de qualidade e vamos trabalhar para garantir que isso não aconteça novamente. Pedimos desculpas pelo inconveniente causado e esperamos ter a oportunidade de reconquistar sua confiança no futuro.","Esse número não serve pra nada, lixo de delivery!",175632.0,78165.0
1144,"Olá, agradecemos por compartilhar sua opinião sobre nossa restaurante. Lamentamos que sua experiência não tenha sido tão positiva quanto antes. Estamos sempre buscando melhorar e valorizamos seus comentários. Esperamos ter a oportunidade de surpreendê-la positivamente novamente no futuro.",Já foi melhor.,40428.0,40545.0
2504,"Prezado cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos sinceramente que o atendimento não tenha atendido às suas expectativas. Vamos analisar suas observações e tomar as medidas necessárias para melhorar nosso serviço. Agradecemos pela sua paciência e esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência mais satisfatória.","Comida boa,  preço bom mas o atendimento é horrível. Infelizmente da última vez que fui fiquei decepcionado, tive que implorar para comer carne, paguei rodízio para comer dois tipo de carne.
Se não trocar os funcionários iram perder clientes.",67978.0,57035.0
2713,"Olá, sinto muito que a experiência no nosso restaurante não tenha sido do seu agrado. Agradecemos o seu feedback e vamos analisar para melhorar.",Não é minha praia .,51239.0,43132.0
2074,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo tempo de espera e pela falta de agilidade no serviço. Vamos analisar o ocorrido e tomar as medidas necessárias para melhorar. Esperamos ter uma nova oportunidade de lhe proporcionar uma experiência positiva em nosso restaurante.",Cheguei pra participar do rodízio e  depois de 40 minutos sem servirem nem arroz fui embora comer pizza na giotho!,200937.0,59047.0
2989,"Olá, agradecemos pelo seu feedback. Lamentamos que tenha achado o ambiente barulhento. Vamos analisar essa questão para melhorar a experiência dos nossos clientes. Agradecemos por nos informar.",Muito barulhento,167453.0,97649.0
1030,"Olá, agradecemos pelo seu feedback. Lamentamos muito pela má experiência que você teve em nosso restaurante. Reconhecemos que houve problemas no atendimento, como garçons atrapalhados e erros no pedido e na conta. Vamos trabalhar para melhorar esses pontos e garantir um serviço mais eficiente. Agradecemos por destacar o ambiente agradável e esperamos ter a oportunidade de recebê-la novamente para oferecer uma experiência melhor.","Péssimo atendimento, típico do Dedé. Garçons atrapalhados, anotando pedido no papel, trocando as coisas, demorando para atender...errando valor de conta. Uma zona. Ambiente super agradável, mas não vale a dor de cabeça!",198375.0,9129.0
1585,"Olá, agradeço pelo seu feedback. Lamentamos que você tenha tido uma experiência negativa em nosso restaurante. Vamos analisar suas críticas sobre o atendimento e a qualidade da comida para melhorar esses aspectos. Esperamos ter uma nova oportunidade de lhe proporcionar uma experiência melhor.",Não gostei do atendimento e a comida precisa melhorar,60572.0,11176.0
1368,"Olá, agradecemos por compartilhar sua opinião sobre nosso restaurante. Lamentamos que sua experiência não tenha sido satisfatória. Levaremos em consideração seus comentários para melhorar nossos serviços.",Horrível tudo caro e não vale apena gastar o dinheiro neste lugar,169660.0,105845.0
2502,"Caro cliente, agradecemos seu feedback e lamentamos que tenha tido uma má experiência com nosso atendimento e a falta de uso de máscaras. Vamos reforçar a importância desses aspectos com nossa equipe para garantir um serviço de qualidade e seguro. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência melhor. Obrigado.","Pizza excelente, mas o atendimento deixa muito a desejar e ninguém usa máscara em momento algum.",32125.0,21463.0
2501,"Olá, agradecemos pelo seu feedback e lamentamos que a sua experiência com a comida não tenha sido satisfatória. Nossa intenção é sempre proporcionar pratos saborosos e de qualidade aos nossos clientes. Vamos revisar o nosso cachorro-quente e o molho Chili para garantir que estejam de acordo com o padrão que esperamos. Quanto ao atendimento, também iremos reforçar a importância de levar todas as reclamações a sério. Esperamos ter a oportunidade de recebê-la novamente e oferecer uma experiência melhor.","Lugar bem bonito, aconchegante. Porém a a experiência que tive com a comida foi bem ruim. Cachorro quente caro, sem gosto, seco, sem molho, o molho era pra ser “Chili” mas nem sal tinha... aparência linda mas comemos um isopor. O que ajudou? Colocar maionese e ketchup pra descer. Fiz reclamação e aparentemente não levaram a sério. Atendimento fraco.",52715.0,41588.0
2364,"Prezada cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos que a falta de climatização tenha afetado sua visita. Estamos sempre buscando melhorias em nosso estabelecimento e levaremos em consideração seu feedback. Quanto ao sal, iremos rever nossos processos para garantir um equilíbrio adequado no tempero dos pratos. Esperamos ter a oportunidade de recebê-la novamente em breve.","Não é climatizado , e fui poucas vezes mas acho que exageram no sal",196741.0,83783.0
2205,"Olá, agradecemos pelo seu feedback. Lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pela falta de atenção e pela informação incorreta fornecida pela nossa equipe. Também sentimos muito pelo erro no seu pedido, entendemos a frustração que isso causou. Vamos trabalhar para melhorar nosso serviço de atendimento e garantir que isso não aconteça novamente. Quanto ao preço, levamos em consideração sua observação e iremos revisar nossa política de preços. Agradecemos por nos informar sobre esses pontos negativos e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Sinceramente, muita pompa.
Serviço de atendimento ruim. Não sabiam informar e pareciam não estar interessados. Erraram meu pedido, fui perceber só quando cheguei em casa.
E... 4 pedacinhos de nada, $56!!!!",223483.0,73356.0
2423,"Prezado cliente, lamentamos sinceramente pela má experiência que você teve em nosso restaurante. Reconhecemos que houve uma demora no atendimento e que ninguém foi até a sua mesa. Vamos investigar o ocorrido e tomar as medidas necessárias para que isso não se repita. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.",Péssimo atendimento. Demoram de atender e ninguém vai na mesa.,119918.0,34601.0
