idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK
1008,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos que nossas verduras não tenham atingido suas expectativas em relação à textura e que a temperatura dos alimentos não tenha sido satisfatória. Vamos analisar cuidadosamente esses pontos e trabalhar para melhorar a qualidade de nossos pratos. Agradecemos seu feedback e esperamos ter a oportunidade de oferecer uma experiência melhor em sua próxima visita.","As verduras duras, pareciam cruas, não estava muito quente (restaurante perto) e a carne era dura tbm. ",204981,112240
1735,"Prezado cliente, lamentamos sinceramente pelo inconveniente causado pela espera de uma hora para ser atendido. Pedimos desculpas pela demora e reforçamos nosso compromisso em melhorar nosso serviço para que isso não ocorra novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Não fui atendido, com espera de uma hora",46580,60968
1616,"Olá, agradecemos pelo seu feedback. Lamentamos se você teve uma má impressão em relação ao nosso restaurante. Gostaríamos de esclarecer que empregamos funcionários em nosso estabelecimento. Pedimos desculpas se houve algum mal-entendido ou se houve alguma situação que tenha causado essa percepção. Agradecemos por nos informar e vamos verificar internamente para garantir que todos os nossos funcionários sejam visíveis e atendam às necessidades dos nossos clientes. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência positiva.",Eles não empregam ninguém,126943,110956
1047,"Prezada cliente,

Agradecemos pelo seu feedback e lamentamos muito pela má impressão causada durante a sua visita ao nosso restaurante. Reconhecemos que houve uma falta de preparação e organização da nossa equipe para atender a demanda de um evento tão grande.

Estamos empenhados em melhorar nosso serviço e treinar nossa equipe para que situações como essa não se repitam. Valorizamos cada cliente e queremos oferecer uma experiência positiva a todos.

Esperamos ter a oportunidade de recebê-la novamente e demonstrar a nossa melhoria. Agradecemos pela sua compreensão.

Atenciosamente,
A equipe do restaurante","Um local que tem tudo pra ser referência, está com os funcionários todos desorganizados e desorientados. Passamos mais de meia hora em uma fila na qual só havia 2 atendentes pra um evento tão grande = uma pra fazer cadastro de nome e telefone e outra apenas para ver a carteira de vacina. Deviam ter o mínimo de preparação e organização para receber um público em grande quantidade para um evento tão chamativo.",133828,36486
1321,"Olá, lamento que você não tenha gostado da sua experiência em nosso restaurante. Agradecemos por compartilhar seu feedback e vamos analisar seus pontos negativos para melhorar nosso serviço.",Não gostei,32061,52489
977,"Olá, agradecemos pelo seu feedback. Lamentamos muito pelo ocorrido com o seu pedido. Pedimos desculpas pela falta do complemento e pela falta de resposta no chat. Vamos investigar o que aconteceu e tomar as medidas necessárias para que isso não ocorra novamente. Agradecemos por nos informar sobre essa situação e esperamos ter a oportunidade de corrigir esse erro no futuro.",pedi um prato com complemento e veio sem o complemento 🤡 não respondem no chat e provavelmente não terei estorno.,235338,131345
1952,"Caro cliente, agradecemos pelo seu feedback. Ficamos felizes em saber que você gostou do ambiente do nosso restaurante. Lamentamos profundamente pelo incidente com o seu carro e entendemos que isso causou uma má experiência. Vamos avaliar a segurança na área e tomar medidas para melhorar a situação. Esperamos ter a oportunidade de recebê-lo novamente em nosso estabelecimento.","Ambiente é bom.
Mas a localização não é boa .
Meu carro foi roubado lá",37504,39772
1545,"Prezada cliente, lamento profundamente que tenha tido uma experiência negativa em nosso restaurante. A sua satisfação é de extrema importância para nós e gostaríamos de entender melhor o que aconteceu para podermos melhorar. Agradecemos o seu feedback e estamos à disposição para ouvir suas sugestões.",Péssimo serviço,175113,55842
1037,"Olá, lamento muito que você tenha tido uma experiência negativa com a qualidade das nossas hamburguerias. Agradecemos seu feedback e levaremos isso em consideração para melhorar nossos produtos. Esperamos que você nos dê outra chance no futuro.",Qualidade muito ruim de hambúrguer,144432,101053
1185,"Olá, agradecemos por compartilhar seu feedback conosco. Lamentamos que você tenha sentido falta do caldo de entrada durante sua última visita. Vamos revisar nossos procedimentos internos para garantir uma experiência mais consistente no futuro. Agradecemos por nos dar a oportunidade de melhorar.","Já havia ido outras vezes, era servido Caldo de entrada e hoje não serviram fez muita falta.",46420,24640
1397,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pela espera prolongada que você enfrentou no domingo para tomar café. Entendemos que isso pode ter causado uma má impressão e pedimos desculpas por qualquer inconveniente causado. Vamos analisar internamente o ocorrido para evitar que situações semelhantes aconteçam no futuro. Agradecemos por nos informar e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","2:30hrs de espera no domingo pra tomar café, e quem chegou depois ainda toma primeiro que você ???",49192,24930
1648,"Agradecemos pelo seu feedback e lamentamos que a sua experiência não tenha sido satisfatória. Levaremos em consideração suas observações sobre a cheesecake e os salgados para melhorar a qualidade dos nossos produtos. Quanto ao estacionamento, infelizmente não temos controle sobre essa questão, mas estamos sempre buscando alternativas para facilitar o acesso dos nossos clientes. Esperamos poder recebê-la novamente para que possamos oferecer uma experiência melhor.","Nada de especial, péssima cheesecake, Salgados sem graça e não tem estacionamento.",223789,67071
847,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos que os pratos não tenham atendido às suas expectativas em relação ao tempero. Vamos revisar nossos processos de preparo para garantir uma melhor experiência gastronômica. Agradecemos pelo elogio ao ambiente e ao atendimento, e esperamos recebê-lo novamente em breve para uma experiência mais satisfatória.",Faltou tempero. Coxinha pequena e com gosto de comida de doente. Moqueca de pirarucu sem tempero e porção mizeravi.  Ambiente bonito e ótimo atendimento.,95717,25409
985,"Caro cliente, lamentamos profundamente pela experiência negativa que teve em nosso restaurante. Agradecemos por compartilhar seu feedback conosco, pois isso nos ajuda a melhorar nossos serviços. Estamos trabalhando para garantir um atendimento de qualidade a todos os nossos clientes. Esperamos poder recebê-lo novamente e proporcionar uma experiência positiva.",Que atendimento péssimo,23214,18017
1441,"Olá, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo tempo de espera para retirada do seu pedido e pela qualidade abaixo do esperado do ceviche. Também estamos tristes em saber que você sentiu falta do tamanho anterior do temaki. Quanto à atendente, vamos reforçar a importância do atendimento cortês e respeitoso. Agradecemos por compartilhar seu feedback e esperamos ter a oportunidade de melhor atendê-la no futuro.","Horrível o tempo de espera para RETIRADA do pedido (sendo que era um pedido frio), ceviche parecia uma sopa, só “caldo” e o temaki já foi maior, agora é mini temaki. Fora a arrogância da atendente pelo telefone, parece que está fazendo favor. Nunca mais compro nesse estabelecimento.",137505,22812
1120,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pela má impressão causada. Vamos investigar o ocorrido e trabalhar para melhorar nosso atendimento e agilidade. Quanto à comida, levaremos seu feedback em consideração para aprimorar nossos pratos. Pedimos desculpas pela situação constrangedora com seus amigos. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência mais satisfatória.","Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora.",221878,113738
1137,"Olá,

Lamentamos muito pela sua experiência decepcionante no nosso restaurante. Pedimos desculpas pelo pão com Tucumã não estar bom e pelo tucumã estar fibroso. Vamos investigar o que aconteceu e tomar medidas para melhorar a qualidade dos nossos pratos. Também vamos trabalhar para aprimorar o atendimento. Agradecemos pelo seu feedback e esperamos ter a oportunidade de proporcionar uma experiência melhor no futuro.

Atenciosamente,
A dona do Cafeeiro","Fui ao Cafeeiro para comer um pão com Tucumã, conhecido também como Caboclinho.
Foi muito frustrante. Não estava bom e o tucumã estava muito fibroso. Uma decepção .
Atendimento a desejar.",160190,84992
1582,"Olá, agradecemos pelo seu feedback. Lamentamos que nossos preços não tenham atendido às suas expectativas. Estamos sempre buscando maneiras de melhorar e oferecer uma experiência satisfatória aos nossos clientes. Esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Comida boa, mas preços fora do normal não recomendo",165221,8512
1130,"Olá, agradecemos pelo seu feedback. Lamentamos profundamente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo atendimento insatisfatório e pela falta de disponibilidade de uma cadeirinha para crianças. Vamos reforçar o treinamento de nossa equipe para evitar que situações como essa ocorram novamente. Valorizamos todos os nossos clientes e levamos suas opiniões a sério. Esperamos ter a oportunidade de reconquistar sua confiança no futuro.","PÉSSIMA EXPERIÊNCIA! Atendimento horrível tive que ficar me humilhando para uma garçonete ir até a minha mesa, o estabelecimento não tem uma cadeirinha para criança, funcionárias mal treinadas que fazem juízo de valor entre os clientes. Francamente eu detestei, não volto mais e nem indico a ninguém!",141714,102959
2012,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos pelo inconveniente causado pela demora em trazer o expresso e pela colher inadequada para mexer o café. Vamos reforçar a importância da agilidade no atendimento e da disponibilidade de utensílios adequados com nossa equipe. Quanto à limpeza do ambiente, vamos revisar nossos procedimentos para garantir que atendam às expectativas dos nossos clientes. Esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência melhor.","Bom. Cheguei sábado por volta das 10h e solicitamos um café com leite, um misto e expresso. Serviram o café com leite, misto e não trouxeram o expresso.
Tivemos que pedir umas três vezes pra trazerem. E a colher que me deram pra mexer o café era uma colher de sopa, enorme. Não tinha muita gente e as pessoas que tinha já estavam servidas. A limpeza do ambiente pra mim deixou a desejar.",146822,99094
2013,"Olá, lamentamos muito pela experiência negativa que você teve com a nossa pizza. Pedimos desculpas pelo erro no seu pedido e entendemos a sua frustração. Vamos tomar providências para garantir que isso não aconteça novamente. Agradecemos o seu feedback e esperamos ter a oportunidade de reconquistar a sua confiança.","Minha filha foi buscar a pizza na do Mundi, justamente pq a do Vieiralves é outro padrão.
Pediu sem molho e sem cebola, VEIO ENTUPIDA DE CEBOLA.
realmente precisa fechar.",103841,73992
2170,"Prezado cliente, agradecemos pelo seu feedback. Lamentamos que a experiência com nosso sistema de autoatendimento não tenha sido satisfatória para você. Vamos trabalhar para melhorar a clareza e a facilidade de uso desse serviço. Agradecemos por nos informar e esperamos poder recebê-lo novamente em breve.",Falta desenhar melhor o auto atendimento,110246,73600
1252,"Olá,

Lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela espera prolongada para ter uma pista disponibilizada e pelo incidente com o elevador das bolas. Entendemos o quanto isso foi frustrante para você e suas filhas e sobrinhas. Faremos o possível para evitar que isso aconteça novamente no futuro. Agradecemos por compartilhar seu feedback e esperamos ter a oportunidade de recebê-la novamente em nosso estabelecimento.

Atenciosamente,
Equipe do restaurante","Pq tive que esperar mais de 2 horas para ter uma pista disponibilizada, e qd fui brincar o elevador das bolas travou. Com isso esperei até às 21:17h, sai sem brincar com minhas filhas e sobrinhas... Todo mundo chorando na hora de ir pra casa.",15166,38469
1435,"Caro cliente, lamentamos profundamente pela má experiência que você e sua família tiveram em nosso restaurante. Levamos suas observações a sério e gostaríamos de esclarecer alguns pontos. Acreditamos que a segurança de nossos clientes é uma prioridade e, por isso, seguimos as orientações de saúde e higiene para prevenir a propagação do COVID-19. O uso de máscaras durante o serviço de rodízio é uma medida adicional para proteção de todos. Reconhecemos que poderíamos ter oferecido máscaras descartáveis para maior comodidade dos clientes e vamos avaliar essa possibilidade. Quanto ao atendimento, reforçaremos a importância da cortesia e educação com nossa equipe. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência mais positiva.","Um ótimo ambiente, porém um atendimento péssimo, no restaurante todo você pode fica sem máscara até pq e um restaurante porém na hora de se servir o rodizio você tem que usar máscara e se o cliente não tiver máscara eles automaticamente te indica a lojinha ao lado pra você compra agora imagina o absurdo vc não precisa usar máscara no salão todo do restaurante mais na hora de se servir você é obrigado a coloca máscara pq só naquele lugar é que tem COVID é o modo dos garçom te tratarem é totalmente sem educação até pq se querem a exigência de máscara o porque o ambiente não te oferece uma descartável que não custa nem 1,00 pra quem vai lucrar tanto, no entanto eu é minha família saímos de lá super constrangidos com essa atitude.

#nãorecomedo
#ambientetoprecepçãopessima
#culinariacabocloNÃO+
?????",44455,49522
1332,"Caro cliente, agradecemos pelo seu feedback e lamentamos que sua experiência em nosso restaurante não tenha sido satisfatória. Levamos suas críticas a sério e gostaríamos de pedir desculpas pelos problemas encontrados em relação à qualidade da comida. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Agradecemos por nos informar e esperamos ter a oportunidade de servi-lo melhor no futuro.",Comida mal cozida e mal temperada. Cobrou caro pelo comida ruim.,111727,55585
1249,"Olá, agradecemos pelo seu feedback sobre o nosso frango. Lamentamos muito pela má experiência que você teve. Vamos verificar o ocorrido e garantir que isso não aconteça novamente.","Frango muito ruim, pitiú, aparência péssima, preto dentro, parecia que nem lavaram dentro o frango, mal gosto mesmo. Joguei tudo fora porque estava intragável. Tenho pena é do bicho que morre a toa.",189994,8587
1259,"Olá, agradeço pelo seu feedback. Lamentamos pela demora no atendimento e pelos erros na confirmação da mesa. Vamos trabalhar para melhorar o tempo de espera e garantir uma atenção mais cuidadosa aos pedidos. Obrigada pela sua compreensão.","O sabor é muito bom mas o tempo de espera é horrível, mais de 1 hora esperando para trazer um cuscuz e café com leite, além disso, confundiram a mesa duas vezes. Ponto de melhoria: se preparar melhor tempo de espera e atenção com os pedidos.",49185,53337
972,"Prezada cliente, 

Agradecemos por compartilhar sua experiência conosco e lamentamos sinceramente pelo ocorrido durante sua última visita ao nosso restaurante. Reconhecemos que houve falhas na qualidade da pizza e no atendimento dos garçons, o que não condiz com nosso padrão de excelência. 

Levaremos suas críticas construtivas em consideração para aprimorar nossos processos e garantir que situações como essa não se repitam. Valorizamos sua opinião e esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência gastronômica satisfatória. 

Atenciosamente, 
A equipe do restaurante","Infelizmente na última estada neste local a experiência não foi muito boa com o rodízio, pizza com borda queimada, dura e sem contar a demora dos garçons em passar nas mesas. Sendo necessário ter que falar várias vezes com o gerente para pedir a passagem.",212615,117428
2191,"Olá, lamentamos muito pelo atraso no seu pedido de delivery. Pedimos desculpas pela inconveniência causada. Vamos investigar o ocorrido e tomar medidas para evitar que isso aconteça novamente. Agradecemos o seu feedback e esperamos ter a oportunidade de melhor atendê-lo no futuro.",Extremamente insatisfeito com o Delivery. Pedido com 01 :30 de atraso. Não recomendo. Hoje por exemplo com 2 crianças em casa sendo já as 15:00hs e o pedido não chega. O restaurante tem caído muito o padrão.,20515,41835
1181,"Olá, lamento muito que você tenha tido uma experiência negativa em nosso restaurante. A sua opinião é muito importante para nós e gostaríamos de entender melhor o que aconteceu para podermos melhorar. Poderia nos fornecer mais detalhes sobre o que especificamente não foi satisfatório para você? Agradecemos sua atenção.",Muito ruim! Tudo muito ruim!,169867,82852
1847,"Caro cliente, lamentamos muito pelo ocorrido em nosso restaurante. Pedimos desculpas pela demora em liberar as mesas externas e pelo refrigerante que esquentou. Vamos revisar nossos processos para garantir que situações como essas não se repitam. Agradecemos seu feedback e esperamos ter a oportunidade de melhor atendê-lo no futuro.","Mal organizado, fazem esperar 1 hora, sendo que varias mesas desocupadas. Pra depois liberar as mesas externas. Atendimento então, refrigerante esquentou e o sanduíche não chegou.  Lugar bom pra tirar foto e ir embora.",143081,50407
1703,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo atendimento que não atendeu às suas expectativas. Vamos trabalhar duro para melhorar esse aspecto e garantir que sua próxima visita seja mais satisfatória. Obrigada pelo seu feedback.","Paladar maravilhoso, atendimento péssimo.",224027,67753
1624,"Olá, agradecemos pelo seu feedback. Lamentamos que a experiência não tenha sido satisfatória para você. Vamos levar em consideração suas observações sobre a massa e o recheio para melhorar a qualidade dos nossos pratos. Esperamos ter a oportunidade de recebê-la novamente no futuro.","Nada de diferente. Como todas as outras pizzarias de rodízio, massa extremamente fina e bastante queimada. Recheio simples. Não volto.",158206,93452
1392,"Olá, lamento muito pela sua experiência negativa em nosso restaurante. Pedimos desculpas pelo bacon duro, carne mal passada e o sabor insatisfatório do hambúrguer. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de melhor atendê-la no futuro.","Infelizmente me decepcionei... Bacon duro, carne muito mal passada, burguer oleoso e sem sabor,  valor incompatível ao que foi entregue.",232848,131631
996,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito que nossa pizza não tenha atendido às suas expectativas. Vamos analisar seus comentários sobre o queijo e o sabor para melhorar a qualidade de nossos pratos. Agradecemos por nos dar a oportunidade de aprender e crescer.",Não é boa pizza e não recomendo. O queijo era tão duro e como comer borracha. Não tinha muito sabor ou sabor. Muito decepcionante pelo preço que cobram.,113576,82392
2017,"Olá,

Lamentamos muito que a sua experiência em nosso restaurante não tenha sido satisfatória. Pedimos desculpas pelo barulho e falta de música, vamos verificar o que podemos fazer para melhorar esse aspecto. Além disso, estamos cientes de que a espera pela pizza foi longa e que a qualidade não atendeu às suas expectativas. Vamos revisar o nosso processo de preparo para agilizar o serviço e garantir que todas as pizzas sejam bem recheadas.

Quanto ao hambúrguer, entendemos que você não ficou satisfeita com a nossa opção de domingo e segunda-feira. Vamos avaliar a receita e fazer as melhorias necessárias. Quanto à fila na entrada do restaurante, vamos reavaliar a organização para garantir que todos sejam atendidos de forma adequada.

Agradecemos pelo seu feedback e vamos trabalhar para corrigir esses pontos negativos. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência melhor.

Atenciosamente,
A equipe do restaurante.","Barulhento, sem música, pessoal do serviço sem experiência, a pizza demora a chegar e n é boa, é fina e quase sem recheio. Fui pra conhecer e não volto mais. O hambúrguinho que tem aos domingos e segundas é o caos. Falta de respeito chamar aquilo de hambúrguer. O lugar não é bonito e tem uma fila enorme pra entrar. Fecha às 22h sai às 21hrs e tinha uma fila considerável do lado de fora. Fiquei com dó das pessoas da fila pois mesmo que entrassem não iam comer direito poq a distribuição dos garçons é PESSIMA! Aah com o óleo do frango a passarinho dava pra fritar a batata frita.",106735,71808
2018,"Caro cliente, agradecemos pelo seu feedback. Lamentamos que você não tenha ficado satisfeito com nosso atendimento. Estamos sempre em busca de aprimorar nossos serviços e iremos trabalhar para melhorar nesse aspecto. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência mais positiva.",Podendo melhorar mais o atendimento,203118,69337
2020,"Caro cliente, 

Agradecemos por compartilhar sua experiência conosco e pelo elogio ao nosso restaurante. Ficamos felizes em saber que você se divertiu em nosso estabelecimento durante o final de semana. Esperamos que você retorne em breve para aproveitar mais momentos especiais conosco. 

Atenciosamente, 
Equipe do restaurante",Um lugar especial pra gente se divertir no final de semana top demais mano,38100,64384
2066,"Caro cliente, agradecemos pelo seu feedback. Lamentamos profundamente pela falta de licença sanitária em nosso estabelecimento. Estamos trabalhando para regularizar essa situação o mais rápido possível. A sua segurança e bem-estar são de extrema importância para nós. Pedimos desculpas pelo inconveniente causado e esperamos ter a oportunidade de recebê-lo novamente em breve, com todas as licenças em ordem.",Não possui licença sanitária.,39843,56320
1459,"Prezada cliente, lamentamos sinceramente pela má experiência que teve em nosso restaurante. Pedimos desculpas pelo arroz e peixe que não estavam de acordo com as suas expectativas. Quanto à cobrança dos 10%, entendemos que houve um equívoco e reforçamos que não era nossa intenção ser desrespeitosos. Agradecemos pelo seu feedback e vamos trabalhar para melhorar esses pontos.","A comida: arroz  e peixe meio crú. Ainda tiveram a petulância de querer cobrar 10% na conta total, que já estava incluso os 10%. Atitude desrespeitosa!",111728,71946
1306,"Olá, agradecemos pelo seu feedback. Sentimos muito que a sua experiência não tenha atendido às suas expectativas. Vamos levar em consideração suas observações sobre o ambiente e o sabor dos pratos para melhorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência mais satisfatória.","Ambiente simplório, vale apenas a vista do Teatro. Pelo valor da experiência, não entrega sabor, experiência frustrante. Pagar p se decepcionar.",63562,67293
1368,"Olá, agradecemos por compartilhar sua opinião sobre nosso restaurante. Lamentamos que sua experiência não tenha sido satisfatória. Levaremos em consideração seus comentários para melhorar nossos serviços.",Horrível tudo caro e não vale apena gastar o dinheiro neste lugar,169660,105845
